orig.ident	newCellType	Freq	sepa	Project	Total	TotalNumber	newTotal	Prop	Condition
PWH26D0	FB_ELN_SFRP4	27	Dermis	AcuteWound	2427	709	2427	0.0111248454882571	Skin
PWH26D1	FB_ELN_SFRP4	7	Dermis	AcuteWound	1129	249	1129	0.00620017714791851	Wound1
PWH26D30	FB_ELN_SFRP4	47	Dermis	AcuteWound	2061	833	2061	0.0228044638524988	Wound30
PWH26D7	FB_ELN_SFRP4	23	Dermis	AcuteWound	2622	907	2622	0.0087719298245614	Wound7
PWH27D0	FB_ELN_SFRP4	20	Dermis	AcuteWound	1607	510	1607	0.0124455507156192	Skin
PWH27D1	FB_ELN_SFRP4	13	Dermis	AcuteWound	1782	487	1782	0.00729517396184063	Wound1
PWH27D30	FB_ELN_SFRP4	162	Dermis	AcuteWound	3282	2068	3282	0.0493601462522852	Wound30
PWH27D7	FB_ELN_SFRP4	124	Dermis	AcuteWound	4046	1978	4046	0.0306475531389026	Wound7
PWH28D0	FB_ELN_SFRP4	36	Dermis	AcuteWound	2182	886	2182	0.0164986251145738	Skin
PWH28D1	FB_ELN_SFRP4	7	Dermis	AcuteWound	1044	255	1044	0.00670498084291188	Wound1
PWH28D30	FB_ELN_SFRP4	105	Dermis	AcuteWound	4246	2313	4246	0.0247291568535092	Wound30
PWH28D7	FB_ELN_SFRP4	26	Dermis	AcuteWound	3102	883	3102	0.00838168923275306	Wound7
VU1	FB_ELN_SFRP4	16	Dermis	VU	4871	968	968	0.0165289256198347	VU
VU4	FB_ELN_SFRP4	4	Dermis	VU	3599	270	270	0.0148148148148148	VU
VU5	FB_ELN_SFRP4	20	Dermis	VU	1893	746	746	0.0268096514745308	VU
VU6	FB_ELN_SFRP4	51	Dermis	VU	4361	2122	2122	0.0240339302544769	VU
DFU_H1	FB_I_POSTN_COL11A1	100	Dermis	DFU	2096	312	312	0.320512820512821	DFU_H
DFU_H2	FB_I_POSTN_COL11A1	311	Dermis	DFU	3614	1196	1196	0.260033444816054	DFU_H
DFU_H3	FB_I_POSTN_COL11A1	624	Dermis	DFU	6808	2305	2305	0.270715835140998	DFU_H
DFU_H4	FB_I_POSTN_COL11A1	35	Dermis	DFU	1538	140	140	0.25	DFU_H
DFU_H5	FB_I_POSTN_COL11A1	493	Dermis	DFU	3089	1645	1645	0.299696048632219	DFU_H
DFU_H6	FB_I_POSTN_COL11A1	91	Dermis	DFU	2543	335	335	0.271641791044776	DFU_H
DFU_H7	FB_I_POSTN_COL11A1	371	Dermis	DFU	3763	1442	1442	0.257281553398058	DFU_H
DFU_NH1	FB_I_POSTN_COL11A1	54	Dermis	DFU	1978	210	210	0.257142857142857	DFU_NH
DFU_NH2	FB_I_POSTN_COL11A1	188	Dermis	DFU	3892	812	812	0.231527093596059	DFU_NH
DFU_NH3	FB_I_POSTN_COL11A1	253	Dermis	DFU	7100	1510	1510	0.167549668874172	DFU_NH
DFU_NH4	FB_I_POSTN_COL11A1	214	Dermis	DFU	2272	785	785	0.272611464968153	DFU_NH
H1	FB_I_POSTN_COL11A1	290	Dermis	DFU	2644	851	851	0.340775558166863	H
H2	FB_I_POSTN_COL11A1	46	Dermis	DFU	2251	198	198	0.232323232323232	H
H3	FB_I_POSTN_COL11A1	315	Dermis	DFU	6547	1871	1871	0.168359166221272	H
H4	FB_I_POSTN_COL11A1	166	Dermis	DFU	2724	1161	1161	0.142980189491817	H
H5	FB_I_POSTN_COL11A1	233	Dermis	DFU	7526	1942	1942	0.119979402677652	H
H6	FB_I_POSTN_COL11A1	23	Dermis	DFU	718	156	156	0.147435897435897	H
H7	FB_I_POSTN_COL11A1	210	Dermis	DFU	4848	1377	1377	0.152505446623094	H
H8	FB_I_POSTN_COL11A1	56	Dermis	DFU	1313	426	426	0.131455399061033	H
H9	FB_I_POSTN_COL11A1	85	Dermis	DFU	1474	443	443	0.191873589164786	H
NS23	FB_I_POSTN_COL11A1	195	Dermis	VU	2339	1002	1002	0.194610778443114	NS
NS24	FB_I_POSTN_COL11A1	145	Dermis	VU	2451	669	669	0.216741405082212	NS
NS36	FB_I_POSTN_COL11A1	83	Dermis	VU	2332	707	707	0.117397454031117	NS
NS62E	FB_I_POSTN_COL11A1	153	Dermis	VU	2420	1107	1107	0.138211382113821	NS
NS63D	FB_I_POSTN_COL11A1	23	Dermis	VU	737	209	209	0.110047846889952	NS
PWH26D0	FB_I_POSTN_COL11A1	62	Dermis	AcuteWound	2427	709	2427	0.0255459414915534	Skin
PWH26D1	FB_I_POSTN_COL11A1	75	Dermis	AcuteWound	1129	249	1129	0.0664304694419841	Wound1
PWH26D30	FB_I_POSTN_COL11A1	318	Dermis	AcuteWound	2061	833	2061	0.15429403202329	Wound30
PWH26D7	FB_I_POSTN_COL11A1	302	Dermis	AcuteWound	2622	907	2622	0.115179252479024	Wound7
PWH27D0	FB_I_POSTN_COL11A1	54	Dermis	AcuteWound	1607	510	1607	0.0336029869321718	Skin
PWH27D1	FB_I_POSTN_COL11A1	115	Dermis	AcuteWound	1782	487	1782	0.0645342312008979	Wound1
PWH27D30	FB_I_POSTN_COL11A1	976	Dermis	AcuteWound	3282	2068	3282	0.297379646556978	Wound30
PWH27D7	FB_I_POSTN_COL11A1	691	Dermis	AcuteWound	4046	1978	4046	0.170785961443401	Wound7
PWH28D0	FB_I_POSTN_COL11A1	89	Dermis	AcuteWound	2182	886	2182	0.040788267644363	Skin
PWH28D1	FB_I_POSTN_COL11A1	50	Dermis	AcuteWound	1044	255	1044	0.0478927203065134	Wound1
PWH28D30	FB_I_POSTN_COL11A1	1164	Dermis	AcuteWound	4246	2313	4246	0.274140367404616	Wound30
PWH28D7	FB_I_POSTN_COL11A1	192	Dermis	AcuteWound	3102	883	3102	0.0618955512572534	Wound7
VU1	FB_I_POSTN_COL11A1	322	Dermis	VU	4871	968	968	0.332644628099174	VU
VU4	FB_I_POSTN_COL11A1	64	Dermis	VU	3599	270	270	0.237037037037037	VU
VU5	FB_I_POSTN_COL11A1	240	Dermis	VU	1893	746	746	0.32171581769437	VU
VU6	FB_I_POSTN_COL11A1	565	Dermis	VU	4361	2122	2122	0.266258246936852	VU
DFU_H1	FB_I_POSTN_COL4A1	11	Dermis	DFU	2096	312	312	0.0352564102564103	DFU_H
DFU_H2	FB_I_POSTN_COL4A1	181	Dermis	DFU	3614	1196	1196	0.15133779264214	DFU_H
DFU_H3	FB_I_POSTN_COL4A1	137	Dermis	DFU	6808	2305	2305	0.0594360086767896	DFU_H
DFU_H4	FB_I_POSTN_COL4A1	16	Dermis	DFU	1538	140	140	0.114285714285714	DFU_H
DFU_H5	FB_I_POSTN_COL4A1	111	Dermis	DFU	3089	1645	1645	0.0674772036474164	DFU_H
DFU_H6	FB_I_POSTN_COL4A1	27	Dermis	DFU	2543	335	335	0.0805970149253731	DFU_H
DFU_H7	FB_I_POSTN_COL4A1	80	Dermis	DFU	3763	1442	1442	0.0554785020804438	DFU_H
DFU_NH1	FB_I_POSTN_COL4A1	19	Dermis	DFU	1978	210	210	0.0904761904761905	DFU_NH
DFU_NH2	FB_I_POSTN_COL4A1	117	Dermis	DFU	3892	812	812	0.144088669950739	DFU_NH
DFU_NH3	FB_I_POSTN_COL4A1	99	Dermis	DFU	7100	1510	1510	0.0655629139072848	DFU_NH
DFU_NH4	FB_I_POSTN_COL4A1	27	Dermis	DFU	2272	785	785	0.0343949044585987	DFU_NH
H1	FB_I_POSTN_COL4A1	28	Dermis	DFU	2644	851	851	0.0329024676850764	H
H2	FB_I_POSTN_COL4A1	22	Dermis	DFU	2251	198	198	0.111111111111111	H
H3	FB_I_POSTN_COL4A1	221	Dermis	DFU	6547	1871	1871	0.11811865312667	H
H4	FB_I_POSTN_COL4A1	117	Dermis	DFU	2724	1161	1161	0.10077519379845	H
H5	FB_I_POSTN_COL4A1	246	Dermis	DFU	7526	1942	1942	0.126673532440783	H
H6	FB_I_POSTN_COL4A1	15	Dermis	DFU	718	156	156	0.0961538461538462	H
H7	FB_I_POSTN_COL4A1	120	Dermis	DFU	4848	1377	1377	0.0871459694989107	H
H8	FB_I_POSTN_COL4A1	40	Dermis	DFU	1313	426	426	0.0938967136150235	H
H9	FB_I_POSTN_COL4A1	23	Dermis	DFU	1474	443	443	0.0519187358916479	H
NS23	FB_I_POSTN_COL4A1	113	Dermis	VU	2339	1002	1002	0.112774451097804	NS
NS24	FB_I_POSTN_COL4A1	51	Dermis	VU	2451	669	669	0.0762331838565022	NS
NS36	FB_I_POSTN_COL4A1	74	Dermis	VU	2332	707	707	0.104667609618105	NS
NS62E	FB_I_POSTN_COL4A1	89	Dermis	VU	2420	1107	1107	0.0803974706413731	NS
NS63D	FB_I_POSTN_COL4A1	15	Dermis	VU	737	209	209	0.0717703349282297	NS
PWH26D0	FB_I_POSTN_COL4A1	89	Dermis	AcuteWound	2427	709	2427	0.0366707869798105	Skin
PWH26D1	FB_I_POSTN_COL4A1	15	Dermis	AcuteWound	1129	249	1129	0.0132860938883968	Wound1
PWH26D30	FB_I_POSTN_COL4A1	23	Dermis	AcuteWound	2061	833	2061	0.0111596312469675	Wound30
PWH26D7	FB_I_POSTN_COL4A1	14	Dermis	AcuteWound	2622	907	2622	0.0053394355453852	Wound7
PWH27D0	FB_I_POSTN_COL4A1	46	Dermis	AcuteWound	1607	510	1607	0.0286247666459241	Skin
PWH27D1	FB_I_POSTN_COL4A1	30	Dermis	AcuteWound	1782	487	1782	0.0168350168350168	Wound1
PWH27D30	FB_I_POSTN_COL4A1	75	Dermis	AcuteWound	3282	2068	3282	0.0228519195612431	Wound30
PWH27D7	FB_I_POSTN_COL4A1	26	Dermis	AcuteWound	4046	1978	4046	0.00642609985170539	Wound7
PWH28D0	FB_I_POSTN_COL4A1	92	Dermis	AcuteWound	2182	886	2182	0.0421631530705775	Skin
PWH28D1	FB_I_POSTN_COL4A1	22	Dermis	AcuteWound	1044	255	1044	0.0210727969348659	Wound1
PWH28D30	FB_I_POSTN_COL4A1	114	Dermis	AcuteWound	4246	2313	4246	0.0268487988695243	Wound30
PWH28D7	FB_I_POSTN_COL4A1	32	Dermis	AcuteWound	3102	883	3102	0.0103159252095422	Wound7
VU1	FB_I_POSTN_COL4A1	78	Dermis	VU	4871	968	968	0.0805785123966942	VU
VU4	FB_I_POSTN_COL4A1	22	Dermis	VU	3599	270	270	0.0814814814814815	VU
VU5	FB_I_POSTN_COL4A1	26	Dermis	VU	1893	746	746	0.0348525469168901	VU
VU6	FB_I_POSTN_COL4A1	174	Dermis	VU	4361	2122	2122	0.0819981149858624	VU
DFU_H1	FB_I_POSTN_MMP11	47	Dermis	DFU	2096	312	312	0.150641025641026	DFU_H
DFU_H2	FB_I_POSTN_MMP11	155	Dermis	DFU	3614	1196	1196	0.129598662207358	DFU_H
DFU_H3	FB_I_POSTN_MMP11	322	Dermis	DFU	6808	2305	2305	0.139696312364425	DFU_H
DFU_H4	FB_I_POSTN_MMP11	14	Dermis	DFU	1538	140	140	0.1	DFU_H
DFU_H5	FB_I_POSTN_MMP11	265	Dermis	DFU	3089	1645	1645	0.161094224924012	DFU_H
DFU_H6	FB_I_POSTN_MMP11	41	Dermis	DFU	2543	335	335	0.122388059701493	DFU_H
DFU_H7	FB_I_POSTN_MMP11	144	Dermis	DFU	3763	1442	1442	0.0998613037447989	DFU_H
DFU_NH1	FB_I_POSTN_MMP11	27	Dermis	DFU	1978	210	210	0.128571428571429	DFU_NH
DFU_NH2	FB_I_POSTN_MMP11	66	Dermis	DFU	3892	812	812	0.0812807881773399	DFU_NH
DFU_NH3	FB_I_POSTN_MMP11	83	Dermis	DFU	7100	1510	1510	0.0549668874172185	DFU_NH
DFU_NH4	FB_I_POSTN_MMP11	93	Dermis	DFU	2272	785	785	0.118471337579618	DFU_NH
H1	FB_I_POSTN_MMP11	145	Dermis	DFU	2644	851	851	0.170387779083431	H
H2	FB_I_POSTN_MMP11	7	Dermis	DFU	2251	198	198	0.0353535353535354	H
H3	FB_I_POSTN_MMP11	72	Dermis	DFU	6547	1871	1871	0.0384820951362908	H
H4	FB_I_POSTN_MMP11	46	Dermis	DFU	2724	1161	1161	0.0396210163652024	H
H5	FB_I_POSTN_MMP11	56	Dermis	DFU	7526	1942	1942	0.0288362512873327	H
H6	FB_I_POSTN_MMP11	3	Dermis	DFU	718	156	156	0.0192307692307692	H
H7	FB_I_POSTN_MMP11	37	Dermis	DFU	4848	1377	1377	0.0268700072621641	H
H8	FB_I_POSTN_MMP11	13	Dermis	DFU	1313	426	426	0.0305164319248826	H
H9	FB_I_POSTN_MMP11	25	Dermis	DFU	1474	443	443	0.0564334085778781	H
NS23	FB_I_POSTN_MMP11	78	Dermis	VU	2339	1002	1002	0.0778443113772455	NS
NS24	FB_I_POSTN_MMP11	74	Dermis	VU	2451	669	669	0.110612855007474	NS
NS36	FB_I_POSTN_MMP11	38	Dermis	VU	2332	707	707	0.0537482319660538	NS
NS62E	FB_I_POSTN_MMP11	71	Dermis	VU	2420	1107	1107	0.0641373080397471	NS
NS63D	FB_I_POSTN_MMP11	10	Dermis	VU	737	209	209	0.0478468899521531	NS
PWH26D0	FB_I_POSTN_MMP11	45	Dermis	AcuteWound	2427	709	2427	0.0185414091470952	Skin
PWH26D1	FB_I_POSTN_MMP11	19	Dermis	AcuteWound	1129	249	1129	0.016829052258636	Wound1
PWH26D30	FB_I_POSTN_MMP11	97	Dermis	AcuteWound	2061	833	2061	0.047064531780689	Wound30
PWH26D7	FB_I_POSTN_MMP11	83	Dermis	AcuteWound	2622	907	2622	0.0316552250190694	Wound7
PWH27D0	FB_I_POSTN_MMP11	36	Dermis	AcuteWound	1607	510	1607	0.0224019912881145	Skin
PWH27D1	FB_I_POSTN_MMP11	39	Dermis	AcuteWound	1782	487	1782	0.0218855218855219	Wound1
PWH27D30	FB_I_POSTN_MMP11	312	Dermis	AcuteWound	3282	2068	3282	0.0950639853747715	Wound30
PWH27D7	FB_I_POSTN_MMP11	182	Dermis	AcuteWound	4046	1978	4046	0.0449826989619377	Wound7
PWH28D0	FB_I_POSTN_MMP11	66	Dermis	AcuteWound	2182	886	2182	0.0302474793767186	Skin
PWH28D1	FB_I_POSTN_MMP11	22	Dermis	AcuteWound	1044	255	1044	0.0210727969348659	Wound1
PWH28D30	FB_I_POSTN_MMP11	260	Dermis	AcuteWound	4246	2313	4246	0.0612341026848799	Wound30
PWH28D7	FB_I_POSTN_MMP11	138	Dermis	AcuteWound	3102	883	3102	0.0444874274661509	Wound7
VU1	FB_I_POSTN_MMP11	142	Dermis	VU	4871	968	968	0.146694214876033	VU
VU4	FB_I_POSTN_MMP11	26	Dermis	VU	3599	270	270	0.0962962962962963	VU
VU5	FB_I_POSTN_MMP11	110	Dermis	VU	1893	746	746	0.14745308310992	VU
VU6	FB_I_POSTN_MMP11	316	Dermis	VU	4361	2122	2122	0.148916116870877	VU
DFU_H1	FB_I_SFRP4_COMP	48	Dermis	DFU	2096	312	312	0.153846153846154	DFU_H
DFU_H2	FB_I_SFRP4_COMP	218	Dermis	DFU	3614	1196	1196	0.182274247491639	DFU_H
DFU_H3	FB_I_SFRP4_COMP	487	Dermis	DFU	6808	2305	2305	0.211279826464208	DFU_H
DFU_H4	FB_I_SFRP4_COMP	25	Dermis	DFU	1538	140	140	0.178571428571429	DFU_H
DFU_H5	FB_I_SFRP4_COMP	388	Dermis	DFU	3089	1645	1645	0.235866261398176	DFU_H
DFU_H6	FB_I_SFRP4_COMP	32	Dermis	DFU	2543	335	335	0.0955223880597015	DFU_H
DFU_H7	FB_I_SFRP4_COMP	321	Dermis	DFU	3763	1442	1442	0.222607489597781	DFU_H
DFU_NH1	FB_I_SFRP4_COMP	28	Dermis	DFU	1978	210	210	0.133333333333333	DFU_NH
DFU_NH2	FB_I_SFRP4_COMP	142	Dermis	DFU	3892	812	812	0.17487684729064	DFU_NH
DFU_NH3	FB_I_SFRP4_COMP	280	Dermis	DFU	7100	1510	1510	0.185430463576159	DFU_NH
DFU_NH4	FB_I_SFRP4_COMP	205	Dermis	DFU	2272	785	785	0.261146496815287	DFU_NH
H1	FB_I_SFRP4_COMP	106	Dermis	DFU	2644	851	851	0.124559341950646	H
H2	FB_I_SFRP4_COMP	48	Dermis	DFU	2251	198	198	0.242424242424242	H
H3	FB_I_SFRP4_COMP	377	Dermis	DFU	6547	1871	1871	0.201496525921967	H
H4	FB_I_SFRP4_COMP	280	Dermis	DFU	2724	1161	1161	0.241171403962102	H
H5	FB_I_SFRP4_COMP	341	Dermis	DFU	7526	1942	1942	0.175592173017508	H
H6	FB_I_SFRP4_COMP	37	Dermis	DFU	718	156	156	0.237179487179487	H
H7	FB_I_SFRP4_COMP	308	Dermis	DFU	4848	1377	1377	0.223674655047204	H
H8	FB_I_SFRP4_COMP	102	Dermis	DFU	1313	426	426	0.23943661971831	H
H9	FB_I_SFRP4_COMP	82	Dermis	DFU	1474	443	443	0.18510158013544	H
NS23	FB_I_SFRP4_COMP	122	Dermis	VU	2339	1002	1002	0.121756487025948	NS
NS24	FB_I_SFRP4_COMP	108	Dermis	VU	2451	669	669	0.161434977578475	NS
NS36	FB_I_SFRP4_COMP	98	Dermis	VU	2332	707	707	0.138613861386139	NS
NS62E	FB_I_SFRP4_COMP	138	Dermis	VU	2420	1107	1107	0.124661246612466	NS
NS63D	FB_I_SFRP4_COMP	37	Dermis	VU	737	209	209	0.177033492822967	NS
PWH26D0	FB_I_SFRP4_COMP	111	Dermis	AcuteWound	2427	709	2427	0.0457354758961681	Skin
PWH26D1	FB_I_SFRP4_COMP	30	Dermis	AcuteWound	1129	249	1129	0.0265721877767936	Wound1
PWH26D30	FB_I_SFRP4_COMP	70	Dermis	AcuteWound	2061	833	2061	0.0339640950994663	Wound30
PWH26D7	FB_I_SFRP4_COMP	76	Dermis	AcuteWound	2622	907	2622	0.0289855072463768	Wound7
PWH27D0	FB_I_SFRP4_COMP	96	Dermis	AcuteWound	1607	510	1607	0.059738643434972	Skin
PWH27D1	FB_I_SFRP4_COMP	94	Dermis	AcuteWound	1782	487	1782	0.0527497194163861	Wound1
PWH27D30	FB_I_SFRP4_COMP	180	Dermis	AcuteWound	3282	2068	3282	0.0548446069469835	Wound30
PWH27D7	FB_I_SFRP4_COMP	205	Dermis	AcuteWound	4046	1978	4046	0.0506673257538309	Wound7
PWH28D0	FB_I_SFRP4_COMP	134	Dermis	AcuteWound	2182	886	2182	0.0614115490375802	Skin
PWH28D1	FB_I_SFRP4_COMP	39	Dermis	AcuteWound	1044	255	1044	0.0373563218390805	Wound1
PWH28D30	FB_I_SFRP4_COMP	151	Dermis	AcuteWound	4246	2313	4246	0.0355628827131418	Wound30
PWH28D7	FB_I_SFRP4_COMP	80	Dermis	AcuteWound	3102	883	3102	0.0257898130238556	Wound7
VU1	FB_I_SFRP4_COMP	108	Dermis	VU	4871	968	968	0.111570247933884	VU
VU4	FB_I_SFRP4_COMP	40	Dermis	VU	3599	270	270	0.148148148148148	VU
VU5	FB_I_SFRP4_COMP	112	Dermis	VU	1893	746	746	0.150134048257373	VU
VU6	FB_I_SFRP4_COMP	243	Dermis	VU	4361	2122	2122	0.114514608859566	VU
DFU_H1	FB_II_APOD_ITM2A	51	Dermis	DFU	2096	312	312	0.163461538461538	DFU_H
DFU_H2	FB_II_APOD_ITM2A	132	Dermis	DFU	3614	1196	1196	0.110367892976589	DFU_H
DFU_H3	FB_II_APOD_ITM2A	461	Dermis	DFU	6808	2305	2305	0.2	DFU_H
DFU_H4	FB_II_APOD_ITM2A	21	Dermis	DFU	1538	140	140	0.15	DFU_H
DFU_H5	FB_II_APOD_ITM2A	179	Dermis	DFU	3089	1645	1645	0.108814589665654	DFU_H
DFU_H6	FB_II_APOD_ITM2A	69	Dermis	DFU	2543	335	335	0.205970149253731	DFU_H
DFU_H7	FB_II_APOD_ITM2A	222	Dermis	DFU	3763	1442	1442	0.153952843273232	DFU_H
DFU_NH1	FB_II_APOD_ITM2A	43	Dermis	DFU	1978	210	210	0.204761904761905	DFU_NH
DFU_NH2	FB_II_APOD_ITM2A	130	Dermis	DFU	3892	812	812	0.160098522167488	DFU_NH
DFU_NH3	FB_II_APOD_ITM2A	361	Dermis	DFU	7100	1510	1510	0.239072847682119	DFU_NH
DFU_NH4	FB_II_APOD_ITM2A	122	Dermis	DFU	2272	785	785	0.155414012738854	DFU_NH
H1	FB_II_APOD_ITM2A	157	Dermis	DFU	2644	851	851	0.18448883666275	H
H2	FB_II_APOD_ITM2A	32	Dermis	DFU	2251	198	198	0.161616161616162	H
H3	FB_II_APOD_ITM2A	293	Dermis	DFU	6547	1871	1871	0.156600748262961	H
H4	FB_II_APOD_ITM2A	286	Dermis	DFU	2724	1161	1161	0.246339362618432	H
H5	FB_II_APOD_ITM2A	425	Dermis	DFU	7526	1942	1942	0.218846549948507	H
H6	FB_II_APOD_ITM2A	32	Dermis	DFU	718	156	156	0.205128205128205	H
H7	FB_II_APOD_ITM2A	316	Dermis	DFU	4848	1377	1377	0.229484386347131	H
H8	FB_II_APOD_ITM2A	89	Dermis	DFU	1313	426	426	0.208920187793427	H
H9	FB_II_APOD_ITM2A	117	Dermis	DFU	1474	443	443	0.26410835214447	H
NS23	FB_II_APOD_ITM2A	141	Dermis	VU	2339	1002	1002	0.140718562874252	NS
NS24	FB_II_APOD_ITM2A	104	Dermis	VU	2451	669	669	0.155455904334828	NS
NS36	FB_II_APOD_ITM2A	153	Dermis	VU	2332	707	707	0.216407355021216	NS
NS62E	FB_II_APOD_ITM2A	210	Dermis	VU	2420	1107	1107	0.18970189701897	NS
NS63D	FB_II_APOD_ITM2A	53	Dermis	VU	737	209	209	0.253588516746412	NS
PWH26D0	FB_II_APOD_ITM2A	95	Dermis	AcuteWound	2427	709	2427	0.0391429748660898	Skin
PWH26D1	FB_II_APOD_ITM2A	28	Dermis	AcuteWound	1129	249	1129	0.0248007085916741	Wound1
PWH26D30	FB_II_APOD_ITM2A	99	Dermis	AcuteWound	2061	833	2061	0.0480349344978166	Wound30
PWH26D7	FB_II_APOD_ITM2A	45	Dermis	AcuteWound	2622	907	2622	0.017162471395881	Wound7
PWH27D0	FB_II_APOD_ITM2A	56	Dermis	AcuteWound	1607	510	1607	0.0348475420037337	Skin
PWH27D1	FB_II_APOD_ITM2A	46	Dermis	AcuteWound	1782	487	1782	0.0258136924803592	Wound1
PWH27D30	FB_II_APOD_ITM2A	146	Dermis	AcuteWound	3282	2068	3282	0.04448507007922	Wound30
PWH27D7	FB_II_APOD_ITM2A	83	Dermis	AcuteWound	4046	1978	4046	0.0205140879881364	Wound7
PWH28D0	FB_II_APOD_ITM2A	121	Dermis	AcuteWound	2182	886	2182	0.0554537121906508	Skin
PWH28D1	FB_II_APOD_ITM2A	23	Dermis	AcuteWound	1044	255	1044	0.0220306513409962	Wound1
PWH28D30	FB_II_APOD_ITM2A	200	Dermis	AcuteWound	4246	2313	4246	0.0471031559114461	Wound30
PWH28D7	FB_II_APOD_ITM2A	86	Dermis	AcuteWound	3102	883	3102	0.0277240490006447	Wound7
VU1	FB_II_APOD_ITM2A	156	Dermis	VU	4871	968	968	0.161157024793388	VU
VU4	FB_II_APOD_ITM2A	62	Dermis	VU	3599	270	270	0.22962962962963	VU
VU5	FB_II_APOD_ITM2A	132	Dermis	VU	1893	746	746	0.176943699731904	VU
VU6	FB_II_APOD_ITM2A	326	Dermis	VU	4361	2122	2122	0.153628652214892	VU
DFU_H1	FB_II_APOE_CCL19	17	Dermis	DFU	2096	312	312	0.0544871794871795	DFU_H
DFU_H2	FB_II_APOE_CCL19	50	Dermis	DFU	3614	1196	1196	0.0418060200668896	DFU_H
DFU_H3	FB_II_APOE_CCL19	107	Dermis	DFU	6808	2305	2305	0.0464208242950109	DFU_H
DFU_H4	FB_II_APOE_CCL19	9	Dermis	DFU	1538	140	140	0.0642857142857143	DFU_H
DFU_H5	FB_II_APOE_CCL19	63	Dermis	DFU	3089	1645	1645	0.0382978723404255	DFU_H
DFU_H6	FB_II_APOE_CCL19	30	Dermis	DFU	2543	335	335	0.0895522388059701	DFU_H
DFU_H7	FB_II_APOE_CCL19	131	Dermis	DFU	3763	1442	1442	0.0908460471567268	DFU_H
DFU_NH1	FB_II_APOE_CCL19	22	Dermis	DFU	1978	210	210	0.104761904761905	DFU_NH
DFU_NH2	FB_II_APOE_CCL19	48	Dermis	DFU	3892	812	812	0.0591133004926108	DFU_NH
DFU_NH3	FB_II_APOE_CCL19	193	Dermis	DFU	7100	1510	1510	0.127814569536424	DFU_NH
DFU_NH4	FB_II_APOE_CCL19	47	Dermis	DFU	2272	785	785	0.0598726114649682	DFU_NH
H1	FB_II_APOE_CCL19	57	Dermis	DFU	2644	851	851	0.0669800235017626	H
H2	FB_II_APOE_CCL19	22	Dermis	DFU	2251	198	198	0.111111111111111	H
H3	FB_II_APOE_CCL19	218	Dermis	DFU	6547	1871	1871	0.116515232495991	H
H4	FB_II_APOE_CCL19	92	Dermis	DFU	2724	1161	1161	0.0792420327304048	H
H5	FB_II_APOE_CCL19	247	Dermis	DFU	7526	1942	1942	0.127188465499485	H
H6	FB_II_APOE_CCL19	22	Dermis	DFU	718	156	156	0.141025641025641	H
