orig.ident	newCellType	Freq	sepa	Project	Total	TotalNumber	newTotal	Prop	Condition
H5	Bas_prolif	31	Epidermis	DFU	7526	1274	1274	0.0243328100470958	H
H6	Bas_prolif	1	Epidermis	DFU	718	114	114	0.0087719298245614	H
H7	Bas_prolif	26	Epidermis	DFU	4848	1107	1107	0.023486901535682	H
H8	Bas_prolif	0	Epidermis	DFU	1313	161	161	0	H
H9	Bas_prolif	4	Epidermis	DFU	1474	287	287	0.0139372822299652	H
NS23	Bas_prolif	150	Epidermis	VU	2900	2717	2717	0.0552079499447921	NS
NS24	Bas_prolif	136	Epidermis	VU	2945	2779	2779	0.0489384670744872	NS
NS36	Bas_prolif	265	Epidermis	VU	3459	3248	3248	0.0815886699507389	NS
NS62E	Bas_prolif	90	Epidermis	VU	2361	2078	2078	0.0433108758421559	NS
NS63D	Bas_prolif	47	Epidermis	VU	2222	2040	2040	0.0230392156862745	NS
PWH26D0	Bas_prolif	89	Epidermis	AcuteWound	1879	1705	1879	0.047365620010644	Skin
PWH26D1	Bas_prolif	161	Epidermis	AcuteWound	3658	3151	3658	0.0440131219245489	Wound1
PWH26D30	Bas_prolif	52	Epidermis	AcuteWound	1409	1164	1409	0.0369056068133428	Wound30
PWH26D7	Bas_prolif	92	Epidermis	AcuteWound	1981	1697	1981	0.0464411913175164	Wound7
PWH27D0	Bas_prolif	110	Epidermis	AcuteWound	1712	1598	1712	0.0642523364485981	Skin
PWH27D1	Bas_prolif	156	Epidermis	AcuteWound	4853	4263	4853	0.0321450649083041	Wound1
PWH27D30	Bas_prolif	233	Epidermis	AcuteWound	2790	2456	2790	0.0835125448028674	Wound30
PWH27D7	Bas_prolif	134	Epidermis	AcuteWound	2718	2408	2718	0.0493009565857248	Wound7
PWH28D0	Bas_prolif	98	Epidermis	AcuteWound	1993	1729	1993	0.0491721023582539	Skin
PWH28D1	Bas_prolif	144	Epidermis	AcuteWound	3632	3265	3632	0.039647577092511	Wound1
PWH28D30	Bas_prolif	104	Epidermis	AcuteWound	1756	1389	1756	0.0592255125284738	Wound30
PWH28D7	Bas_prolif	135	Epidermis	AcuteWound	2539	2125	2539	0.0531705395825128	Wound7
VU1	Bas_prolif	25	Epidermis	VU	421	289	289	0.0865051903114187	VU
VU4	Bas_prolif	62	Epidermis	VU	3018	2540	2540	0.0244094488188976	VU
VU5	Bas_prolif	185	Epidermis	VU	2070	1848	1848	0.100108225108225	VU
VU6	Bas_prolif	110	Epidermis	VU	1868	1723	1723	0.0638421358096344	VU
DFU_H1	Gra_I	1	Epidermis	DFU	2096	147	147	0.00680272108843537	DFU_H
DFU_H2	Gra_I	3	Epidermis	DFU	3614	130	130	0.0230769230769231	DFU_H
DFU_H3	Gra_I	16	Epidermis	DFU	6808	387	387	0.041343669250646	DFU_H
DFU_H4	Gra_I	5	Epidermis	DFU	1538	191	191	0.0261780104712042	DFU_H
DFU_H5	Gra_I	2	Epidermis	DFU	3089	249	249	0.00803212851405622	DFU_H
DFU_H6	Gra_I	23	Epidermis	DFU	2543	487	487	0.0472279260780288	DFU_H
DFU_H7	Gra_I	7	Epidermis	DFU	3763	208	208	0.0336538461538462	DFU_H
DFU_NH1	Gra_I	3	Epidermis	DFU	1978	131	131	0.0229007633587786	DFU_NH
DFU_NH2	Gra_I	33	Epidermis	DFU	3892	1586	1586	0.0208070617906683	DFU_NH
DFU_NH3	Gra_I	2	Epidermis	DFU	7100	144	144	0.0138888888888889	DFU_NH
DFU_NH4	Gra_I	5	Epidermis	DFU	2272	139	139	0.0359712230215827	DFU_NH
H1	Gra_I	0	Epidermis	DFU	2644	93	93	0	H
H2	Gra_I	14	Epidermis	DFU	2251	752	752	0.0186170212765957	H
H3	Gra_I	21	Epidermis	DFU	6547	887	887	0.0236753100338219	H
H4	Gra_I	5	Epidermis	DFU	2724	113	113	0.0442477876106195	H
H5	Gra_I	95	Epidermis	DFU	7526	1274	1274	0.0745682888540032	H
H6	Gra_I	6	Epidermis	DFU	718	114	114	0.0526315789473684	H
H7	Gra_I	23	Epidermis	DFU	4848	1107	1107	0.020776874435411	H
H8	Gra_I	4	Epidermis	DFU	1313	161	161	0.0248447204968944	H
H9	Gra_I	3	Epidermis	DFU	1474	287	287	0.0104529616724739	H
NS23	Gra_I	82	Epidermis	VU	2900	2717	2717	0.0301803459698197	NS
NS24	Gra_I	122	Epidermis	VU	2945	2779	2779	0.0439006836991724	NS
NS36	Gra_I	43	Epidermis	VU	3459	3248	3248	0.0132389162561576	NS
NS62E	Gra_I	59	Epidermis	VU	2361	2078	2078	0.0283926852743022	NS
NS63D	Gra_I	41	Epidermis	VU	2222	2040	2040	0.0200980392156863	NS
PWH26D0	Gra_I	126	Epidermis	AcuteWound	1879	1705	1879	0.0670569451836083	Skin
PWH26D1	Gra_I	32	Epidermis	AcuteWound	3658	3151	3658	0.00874794969928923	Wound1
PWH26D30	Gra_I	47	Epidermis	AcuteWound	1409	1164	1409	0.0333569907735983	Wound30
PWH26D7	Gra_I	44	Epidermis	AcuteWound	1981	1697	1981	0.02221100454316	Wound7
PWH27D0	Gra_I	119	Epidermis	AcuteWound	1712	1598	1712	0.0695093457943925	Skin
PWH27D1	Gra_I	75	Epidermis	AcuteWound	4853	4263	4853	0.0154543581289924	Wound1
PWH27D30	Gra_I	59	Epidermis	AcuteWound	2790	2456	2790	0.0211469534050179	Wound30
PWH27D7	Gra_I	83	Epidermis	AcuteWound	2718	2408	2718	0.0305371596762325	Wound7
PWH28D0	Gra_I	62	Epidermis	AcuteWound	1993	1729	1993	0.0311088810837933	Skin
PWH28D1	Gra_I	50	Epidermis	AcuteWound	3632	3265	3632	0.0137665198237885	Wound1
PWH28D30	Gra_I	48	Epidermis	AcuteWound	1756	1389	1756	0.0273348519362187	Wound30
PWH28D7	Gra_I	31	Epidermis	AcuteWound	2539	2125	2539	0.01220953131154	Wound7
VU1	Gra_I	14	Epidermis	VU	421	289	289	0.0484429065743945	VU
VU4	Gra_I	51	Epidermis	VU	3018	2540	2540	0.0200787401574803	VU
VU5	Gra_I	54	Epidermis	VU	2070	1848	1848	0.0292207792207792	VU
VU6	Gra_I	58	Epidermis	VU	1868	1723	1723	0.0336622170632618	VU
DFU_H1	Spi_I	69	Epidermis	DFU	2096	147	147	0.469387755102041	DFU_H
DFU_H2	Spi_I	26	Epidermis	DFU	3614	130	130	0.2	DFU_H
DFU_H3	Spi_I	78	Epidermis	DFU	6808	387	387	0.201550387596899	DFU_H
DFU_H4	Spi_I	42	Epidermis	DFU	1538	191	191	0.219895287958115	DFU_H
DFU_H5	Spi_I	68	Epidermis	DFU	3089	249	249	0.273092369477912	DFU_H
DFU_H6	Spi_I	87	Epidermis	DFU	2543	487	487	0.17864476386037	DFU_H
DFU_H7	Spi_I	42	Epidermis	DFU	3763	208	208	0.201923076923077	DFU_H
DFU_NH1	Spi_I	26	Epidermis	DFU	1978	131	131	0.198473282442748	DFU_NH
DFU_NH2	Spi_I	302	Epidermis	DFU	3892	1586	1586	0.190416141235813	DFU_NH
DFU_NH3	Spi_I	44	Epidermis	DFU	7100	144	144	0.305555555555556	DFU_NH
DFU_NH4	Spi_I	37	Epidermis	DFU	2272	139	139	0.266187050359712	DFU_NH
H1	Spi_I	23	Epidermis	DFU	2644	93	93	0.247311827956989	H
H2	Spi_I	144	Epidermis	DFU	2251	752	752	0.191489361702128	H
H3	Spi_I	176	Epidermis	DFU	6547	887	887	0.198421645997745	H
H4	Spi_I	34	Epidermis	DFU	2724	113	113	0.300884955752212	H
H5	Spi_I	398	Epidermis	DFU	7526	1274	1274	0.312401883830455	H
H6	Spi_I	38	Epidermis	DFU	718	114	114	0.333333333333333	H
H7	Spi_I	278	Epidermis	DFU	4848	1107	1107	0.251129177958446	H
H8	Spi_I	40	Epidermis	DFU	1313	161	161	0.248447204968944	H
H9	Spi_I	57	Epidermis	DFU	1474	287	287	0.198606271777004	H
NS23	Spi_I	567	Epidermis	VU	2900	2717	2717	0.208686050791314	NS
NS24	Spi_I	842	Epidermis	VU	2945	2779	2779	0.302986685858222	NS
NS36	Spi_I	576	Epidermis	VU	3459	3248	3248	0.177339901477833	NS
NS62E	Spi_I	472	Epidermis	VU	2361	2078	2078	0.227141482194418	NS
NS63D	Spi_I	491	Epidermis	VU	2222	2040	2040	0.240686274509804	NS
PWH26D0	Spi_I	530	Epidermis	AcuteWound	1879	1705	1879	0.282064928153273	Skin
PWH26D1	Spi_I	758	Epidermis	AcuteWound	3658	3151	3658	0.207217058501914	Wound1
PWH26D30	Spi_I	341	Epidermis	AcuteWound	1409	1164	1409	0.242015613910575	Wound30
PWH26D7	Spi_I	518	Epidermis	AcuteWound	1981	1697	1981	0.261484098939929	Wound7
PWH27D0	Spi_I	492	Epidermis	AcuteWound	1712	1598	1712	0.287383177570093	Skin
PWH27D1	Spi_I	1133	Epidermis	AcuteWound	4853	4263	4853	0.233463836801978	Wound1
PWH27D30	Spi_I	623	Epidermis	AcuteWound	2790	2456	2790	0.223297491039427	Wound30
PWH27D7	Spi_I	665	Epidermis	AcuteWound	2718	2408	2718	0.244665194996321	Wound7
PWH28D0	Spi_I	549	Epidermis	AcuteWound	1993	1729	1993	0.275464124435524	Skin
PWH28D1	Spi_I	770	Epidermis	AcuteWound	3632	3265	3632	0.212004405286344	Wound1
PWH28D30	Spi_I	387	Epidermis	AcuteWound	1756	1389	1756	0.220387243735763	Wound30
PWH28D7	Spi_I	543	Epidermis	AcuteWound	2539	2125	2539	0.213863725876329	Wound7
VU1	Spi_I	42	Epidermis	VU	421	289	289	0.145328719723183	VU
VU4	Spi_I	483	Epidermis	VU	3018	2540	2540	0.190157480314961	VU
VU5	Spi_I	274	Epidermis	VU	2070	1848	1848	0.148268398268398	VU
VU6	Spi_I	318	Epidermis	VU	1868	1723	1723	0.184561810795125	VU
DFU_H1	Spi_II_a	28	Epidermis	DFU	2096	147	147	0.19047619047619	DFU_H
DFU_H2	Spi_II_a	20	Epidermis	DFU	3614	130	130	0.153846153846154	DFU_H
DFU_H3	Spi_II_a	49	Epidermis	DFU	6808	387	387	0.126614987080103	DFU_H
DFU_H4	Spi_II_a	24	Epidermis	DFU	1538	191	191	0.12565445026178	DFU_H
DFU_H5	Spi_II_a	52	Epidermis	DFU	3089	249	249	0.208835341365462	DFU_H
DFU_H6	Spi_II_a	104	Epidermis	DFU	2543	487	487	0.213552361396304	DFU_H
DFU_H7	Spi_II_a	24	Epidermis	DFU	3763	208	208	0.115384615384615	DFU_H
DFU_NH1	Spi_II_a	22	Epidermis	DFU	1978	131	131	0.16793893129771	DFU_NH
DFU_NH2	Spi_II_a	230	Epidermis	DFU	3892	1586	1586	0.145018915510719	DFU_NH
DFU_NH3	Spi_II_a	36	Epidermis	DFU	7100	144	144	0.25	DFU_NH
DFU_NH4	Spi_II_a	26	Epidermis	DFU	2272	139	139	0.18705035971223	DFU_NH
H1	Spi_II_a	30	Epidermis	DFU	2644	93	93	0.32258064516129	H
H2	Spi_II_a	78	Epidermis	DFU	2251	752	752	0.103723404255319	H
H3	Spi_II_a	214	Epidermis	DFU	6547	887	887	0.241262683201804	H
H4	Spi_II_a	28	Epidermis	DFU	2724	113	113	0.247787610619469	H
H5	Spi_II_a	149	Epidermis	DFU	7526	1274	1274	0.116954474097331	H
H6	Spi_II_a	27	Epidermis	DFU	718	114	114	0.236842105263158	H
H7	Spi_II_a	117	Epidermis	DFU	4848	1107	1107	0.105691056910569	H
H8	Spi_II_a	33	Epidermis	DFU	1313	161	161	0.204968944099379	H
H9	Spi_II_a	63	Epidermis	DFU	1474	287	287	0.219512195121951	H
NS23	Spi_II_a	256	Epidermis	VU	2900	2717	2717	0.0942215679057784	NS
NS24	Spi_II_a	322	Epidermis	VU	2945	2779	2779	0.115869017632242	NS
NS36	Spi_II_a	314	Epidermis	VU	3459	3248	3248	0.0966748768472906	NS
NS62E	Spi_II_a	214	Epidermis	VU	2361	2078	2078	0.102983638113571	NS
NS63D	Spi_II_a	185	Epidermis	VU	2222	2040	2040	0.0906862745098039	NS
PWH26D0	Spi_II_a	259	Epidermis	AcuteWound	1879	1705	1879	0.13783927621075	Skin
PWH26D1	Spi_II_a	361	Epidermis	AcuteWound	3658	3151	3658	0.0986878075451066	Wound1
PWH26D30	Spi_II_a	179	Epidermis	AcuteWound	1409	1164	1409	0.127040454222853	Wound30
PWH26D7	Spi_II_a	289	Epidermis	AcuteWound	1981	1697	1981	0.145885916203937	Wound7
PWH27D0	Spi_II_a	249	Epidermis	AcuteWound	1712	1598	1712	0.145443925233645	Skin
PWH27D1	Spi_II_a	444	Epidermis	AcuteWound	4853	4263	4853	0.0914898001236349	Wound1
PWH27D30	Spi_II_a	253	Epidermis	AcuteWound	2790	2456	2790	0.0906810035842294	Wound30
PWH27D7	Spi_II_a	409	Epidermis	AcuteWound	2718	2408	2718	0.150478292862399	Wound7
PWH28D0	Spi_II_a	224	Epidermis	AcuteWound	1993	1729	1993	0.112393376818866	Skin
PWH28D1	Spi_II_a	229	Epidermis	AcuteWound	3632	3265	3632	0.0630506607929516	Wound1
PWH28D30	Spi_II_a	162	Epidermis	AcuteWound	1756	1389	1756	0.0922551252847381	Wound30
PWH28D7	Spi_II_a	286	Epidermis	AcuteWound	2539	2125	2539	0.112642772745175	Wound7
VU1	Spi_II_a	43	Epidermis	VU	421	289	289	0.14878892733564	VU
VU4	Spi_II_a	340	Epidermis	VU	3018	2540	2540	0.133858267716535	VU
VU5	Spi_II_a	118	Epidermis	VU	2070	1848	1848	0.0638528138528139	VU
VU6	Spi_II_a	195	Epidermis	VU	1868	1723	1723	0.113174695298897	VU
DFU_H1	Spi_II_b	4	Epidermis	DFU	2096	147	147	0.0272108843537415	DFU_H
DFU_H2	Spi_II_b	20	Epidermis	DFU	3614	130	130	0.153846153846154	DFU_H
DFU_H3	Spi_II_b	71	Epidermis	DFU	6808	387	387	0.183462532299742	DFU_H
DFU_H4	Spi_II_b	32	Epidermis	DFU	1538	191	191	0.167539267015707	DFU_H
DFU_H5	Spi_II_b	36	Epidermis	DFU	3089	249	249	0.144578313253012	DFU_H
DFU_H6	Spi_II_b	65	Epidermis	DFU	2543	487	487	0.13347022587269	DFU_H
DFU_H7	Spi_II_b	33	Epidermis	DFU	3763	208	208	0.158653846153846	DFU_H
DFU_NH1	Spi_II_b	14	Epidermis	DFU	1978	131	131	0.106870229007634	DFU_NH
DFU_NH2	Spi_II_b	215	Epidermis	DFU	3892	1586	1586	0.135561160151324	DFU_NH
DFU_NH3	Spi_II_b	22	Epidermis	DFU	7100	144	144	0.152777777777778	DFU_NH
DFU_NH4	Spi_II_b	20	Epidermis	DFU	2272	139	139	0.143884892086331	DFU_NH
H1	Spi_II_b	6	Epidermis	DFU	2644	93	93	0.0645161290322581	H
H2	Spi_II_b	89	Epidermis	DFU	2251	752	752	0.118351063829787	H
H3	Spi_II_b	152	Epidermis	DFU	6547	887	887	0.171364148816235	H
H4	Spi_II_b	7	Epidermis	DFU	2724	113	113	0.0619469026548673	H
H5	Spi_II_b	204	Epidermis	DFU	7526	1274	1274	0.160125588697017	H
H6	Spi_II_b	8	Epidermis	DFU	718	114	114	0.0701754385964912	H
H7	Spi_II_b	180	Epidermis	DFU	4848	1107	1107	0.16260162601626	H
H8	Spi_II_b	23	Epidermis	DFU	1313	161	161	0.142857142857143	H
H9	Spi_II_b	39	Epidermis	DFU	1474	287	287	0.13588850174216	H
NS23	Spi_II_b	365	Epidermis	VU	2900	2717	2717	0.134339344865661	NS
NS24	Spi_II_b	499	Epidermis	VU	2945	2779	2779	0.179560993163008	NS
NS36	Spi_II_b	342	Epidermis	VU	3459	3248	3248	0.105295566502463	NS
NS62E	Spi_II_b	228	Epidermis	VU	2361	2078	2078	0.109720885466795	NS
NS63D	Spi_II_b	342	Epidermis	VU	2222	2040	2040	0.167647058823529	NS
PWH26D0	Spi_II_b	281	Epidermis	AcuteWound	1879	1705	1879	0.149547631718999	Skin
PWH26D1	Spi_II_b	393	Epidermis	AcuteWound	3658	3151	3658	0.107435757244396	Wound1
PWH26D30	Spi_II_b	193	Epidermis	AcuteWound	1409	1164	1409	0.136976579134138	Wound30
PWH26D7	Spi_II_b	300	Epidermis	AcuteWound	1981	1697	1981	0.151438667339727	Wound7
PWH27D0	Spi_II_b	296	Epidermis	AcuteWound	1712	1598	1712	0.172897196261682	Skin
PWH27D1	Spi_II_b	518	Epidermis	AcuteWound	4853	4263	4853	0.106738100144241	Wound1
PWH27D30	Spi_II_b	321	Epidermis	AcuteWound	2790	2456	2790	0.11505376344086	Wound30
PWH27D7	Spi_II_b	382	Epidermis	AcuteWound	2718	2408	2718	0.140544518027962	Wound7
PWH28D0	Spi_II_b	265	Epidermis	AcuteWound	1993	1729	1993	0.132965378825891	Skin
PWH28D1	Spi_II_b	424	Epidermis	AcuteWound	3632	3265	3632	0.116740088105727	Wound1
PWH28D30	Spi_II_b	268	Epidermis	AcuteWound	1756	1389	1756	0.152619589977221	Wound30
PWH28D7	Spi_II_b	324	Epidermis	AcuteWound	2539	2125	2539	0.127609294998031	Wound7
VU1	Spi_II_b	22	Epidermis	VU	421	289	289	0.0761245674740485	VU
VU4	Spi_II_b	494	Epidermis	VU	3018	2540	2540	0.194488188976378	VU
VU5	Spi_II_b	314	Epidermis	VU	2070	1848	1848	0.16991341991342	VU
VU6	Spi_II_b	267	Epidermis	VU	1868	1723	1723	0.154962275101567	VU
DFU_H1	Spi_III	4	Epidermis	DFU	2096	147	147	0.0272108843537415	DFU_H
DFU_H2	Spi_III	0	Epidermis	DFU	3614	130	130	0	DFU_H
DFU_H3	Spi_III	0	Epidermis	DFU	6808	387	387	0	DFU_H
DFU_H4	Spi_III	0	Epidermis	DFU	1538	191	191	0	DFU_H
DFU_H5	Spi_III	1	Epidermis	DFU	3089	249	249	0.00401606425702811	DFU_H
DFU_H6	Spi_III	2	Epidermis	DFU	2543	487	487	0.00410677618069815	DFU_H
DFU_H7	Spi_III	2	Epidermis	DFU	3763	208	208	0.00961538461538462	DFU_H
DFU_NH1	Spi_III	0	Epidermis	DFU	1978	131	131	0	DFU_NH
DFU_NH2	Spi_III	4	Epidermis	DFU	3892	1586	1586	0.00252206809583859	DFU_NH
DFU_NH3	Spi_III	0	Epidermis	DFU	7100	144	144	0	DFU_NH
DFU_NH4	Spi_III	0	Epidermis	DFU	2272	139	139	0	DFU_NH
H1	Spi_III	1	Epidermis	DFU	2644	93	93	0.010752688172043	H
H2	Spi_III	1	Epidermis	DFU	2251	752	752	0.00132978723404255	H
H3	Spi_III	0	Epidermis	DFU	6547	887	887	0	H
H4	Spi_III	0	Epidermis	DFU	2724	113	113	0	H
H5	Spi_III	7	Epidermis	DFU	7526	1274	1274	0.0054945054945055	H
H6	Spi_III	0	Epidermis	DFU	718	114	114	0	H
H7	Spi_III	2	Epidermis	DFU	4848	1107	1107	0.001806684733514	H
